,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
10,frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT '}),frozenset({'BAKING SET 9 PIECE RETROSPOT '}),0.04504504504504504,0.08108108108108109,0.036036036036036036,0.8,9.866666666666667,0.03238373508643779,4.594594594594596
11,frozenset({'BIG DOUGHNUT FRIDGE MAGNETS'}),frozenset({'POSTAGE'}),0.04504504504504504,0.6306306306306306,0.036036036036036036,0.8,1.2685714285714287,0.007629250872494116,1.8468468468468473
12,frozenset({'BLUE HARMONICA IN BOX '}),frozenset({'POSTAGE'}),0.036036036036036036,0.6306306306306306,0.036036036036036036,1.0,1.5857142857142856,0.013310607905202498,inf
13,frozenset({'BLUE HARMONICA IN BOX '}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '}),0.036036036036036036,0.17117117117117117,0.036036036036036036,1.0,5.842105263157895,0.02986770554338122,inf
14,frozenset({'BLUE POLKADOT CUP'}),frozenset({'BLUE POLKADOT BOWL'}),0.04504504504504504,0.036036036036036036,0.036036036036036036,0.8,22.200000000000003,0.03441279116954793,4.819819819819821
15,frozenset({'BLUE POLKADOT BOWL'}),frozenset({'BLUE POLKADOT CUP'}),0.036036036036036036,0.04504504504504504,0.036036036036036036,1.0,22.2,0.03441279116954793,inf
16,frozenset({'BLUE POLKADOT BOWL'}),frozenset({'POSTAGE'}),0.036036036036036036,0.6306306306306306,0.036036036036036036,1.0,1.5857142857142856,0.013310607905202498,inf
17,frozenset({'BLUE POLKADOT BOWL'}),frozenset({'RED RETROSPOT BOWL'}),0.036036036036036036,0.05405405405405406,0.036036036036036036,1.0,18.5,0.0340881421962503,inf
18,frozenset({'BLUE POLKADOT BOWL'}),frozenset({'RED RETROSPOT CUP'}),0.036036036036036036,0.06306306306306306,0.036036036036036036,1.0,15.85714285714286,0.03376349322295268,inf
19,frozenset({'RED RETROSPOT PLATE '}),frozenset({'BLUE POLKADOT BOWL'}),0.04504504504504504,0.036036036036036036,0.036036036036036036,0.8,22.200000000000003,0.03441279116954793,4.819819819819821
20,frozenset({'BLUE POLKADOT BOWL'}),frozenset({'RED RETROSPOT PLATE '}),0.036036036036036036,0.04504504504504504,0.036036036036036036,1.0,22.2,0.03441279116954793,inf
21,frozenset({'BLUE POLKADOT PLATE '}),frozenset({'BLUE POLKADOT CUP'}),0.04504504504504504,0.04504504504504504,0.036036036036036036,0.8,17.76,0.0340069799529259,4.774774774774776
22,frozenset({'BLUE POLKADOT CUP'}),frozenset({'BLUE POLKADOT PLATE '}),0.04504504504504504,0.04504504504504504,0.036036036036036036,0.8,17.76,0.0340069799529259,4.774774774774776
23,frozenset({'BLUE POLKADOT CUP'}),frozenset({'POSTAGE'}),0.04504504504504504,0.6306306306306306,0.04504504504504504,1.0,1.5857142857142856,0.016638259881503123,inf
24,frozenset({'BLUE POLKADOT CUP'}),frozenset({'RED RETROSPOT BOWL'}),0.04504504504504504,0.05405405405405406,0.036036036036036036,0.8,14.8,0.03360116873630387,4.729729729729731
25,frozenset({'BLUE POLKADOT CUP'}),frozenset({'RED RETROSPOT CUP'}),0.04504504504504504,0.06306306306306306,0.036036036036036036,0.8,12.685714285714287,0.03319535751968184,4.684684684684686
26,frozenset({'BLUE POLKADOT CUP'}),frozenset({'RED RETROSPOT PLATE '}),0.04504504504504504,0.04504504504504504,0.036036036036036036,0.8,17.76,0.0340069799529259,4.774774774774776
27,frozenset({'RED RETROSPOT PLATE '}),frozenset({'BLUE POLKADOT CUP'}),0.04504504504504504,0.04504504504504504,0.036036036036036036,0.8,17.76,0.0340069799529259,4.774774774774776
28,frozenset({'BLUE POLKADOT PLATE '}),frozenset({'POSTAGE'}),0.04504504504504504,0.6306306306306306,0.036036036036036036,0.8,1.2685714285714287,0.007629250872494116,1.8468468468468473
29,frozenset({'BLUE POLKADOT PLATE '}),frozenset({'RED RETROSPOT BOWL'}),0.04504504504504504,0.05405405405405406,0.036036036036036036,0.8,14.8,0.03360116873630387,4.729729729729731
30,frozenset({'BLUE POLKADOT PLATE '}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS '}),0.04504504504504504,0.14414414414414414,0.036036036036036036,0.8,5.550000000000001,0.029543056570083596,4.27927927927928
31,frozenset({'IVORY KITCHEN SCALES'}),frozenset({'BREAD BIN DINER STYLE IVORY'}),0.04504504504504504,0.05405405405405406,0.036036036036036036,0.8,14.8,0.03360116873630387,4.729729729729731
32,frozenset({'CAKES AND BOWS GIFT  TAPE'}),frozenset({'POSTAGE'}),0.04504504504504504,0.6306306306306306,0.04504504504504504,1.0,1.5857142857142856,0.016638259881503123,inf
33,frozenset({'CAKES AND BOWS GIFT  TAPE'}),frozenset({'RED RETROSPOT TAPE'}),0.04504504504504504,0.06306306306306306,0.036036036036036036,0.8,12.685714285714287,0.03319535751968184,4.684684684684686
34,frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'POSTAGE'}),0.04504504504504504,0.6306306306306306,0.04504504504504504,1.0,1.5857142857142856,0.016638259881503123,inf
35,frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.04504504504504504,0.09009009009009009,0.036036036036036036,0.8,8.88,0.03197792386981576,4.549549549549551
36,"frozenset({""CHILDREN'S CIRCUS PARADE MUG""})",frozenset({'CHILDS BREAKFAST SET CIRCUS PARADE'}),0.04504504504504504,0.11711711711711711,0.036036036036036036,0.8,6.830769230769231,0.030760490219949678,4.4144144144144155
37,"frozenset({""CHILDREN'S CIRCUS PARADE MUG""})",frozenset({'POSTAGE'}),0.04504504504504504,0.6306306306306306,0.04504504504504504,1.0,1.5857142857142856,0.016638259881503123,inf
38,"frozenset({""CHILDREN'S CIRCUS PARADE MUG""})",frozenset({'REGENCY CAKESTAND 3 TIER'}),0.04504504504504504,0.21621621621621623,0.036036036036036036,0.8,3.7,0.026296566837107377,3.9189189189189197
39,"frozenset({""CHILDREN'S SPACEBOY MUG""})",frozenset({'POSTAGE'}),0.04504504504504504,0.6306306306306306,0.036036036036036036,0.8,1.2685714285714287,0.007629250872494116,1.8468468468468473
40,frozenset({'COFFEE MUG APPLES DESIGN'}),frozenset({'POSTAGE'}),0.04504504504504504,0.6306306306306306,0.04504504504504504,1.0,1.5857142857142856,0.016638259881503123,inf
41,frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'POSTAGE'}),0.036036036036036036,0.6306306306306306,0.036036036036036036,1.0,1.5857142857142856,0.013310607905202498,inf
42,frozenset({'FAWN BLUE HOT WATER BOTTLE'}),frozenset({'POSTAGE'}),0.06306306306306306,0.6306306306306306,0.06306306306306306,1.0,1.5857142857142856,0.023293563834104372,inf
43,frozenset({'MILK PAN RED RETROSPOT'}),frozenset({'FRYING PAN RED RETROSPOT'}),0.04504504504504504,0.05405405405405406,0.036036036036036036,0.8,14.8,0.03360116873630387,4.729729729729731
44,frozenset({'GINGHAM ROSE WRAP'}),frozenset({'POSTAGE'}),0.036036036036036036,0.6306306306306306,0.036036036036036036,1.0,1.5857142857142856,0.013310607905202498,inf
45,frozenset({'GREEN POLKADOT BOWL'}),frozenset({'POSTAGE'}),0.036036036036036036,0.6306306306306306,0.036036036036036036,1.0,1.5857142857142856,0.013310607905202498,inf
46,frozenset({'SCANDINAVIAN REDS RIBBONS'}),frozenset({'GUMBALL COAT RACK'}),0.036036036036036036,0.07207207207207207,0.036036036036036036,1.0,13.875,0.03343884424965506,inf
47,frozenset({'HAND WARMER BABUSHKA DESIGN'}),frozenset({'POSTAGE'}),0.036036036036036036,0.6306306306306306,0.036036036036036036,1.0,1.5857142857142856,0.013310607905202498,inf
48,frozenset({'HAND WARMER BABUSHKA DESIGN'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.036036036036036036,0.21621621621621623,0.036036036036036036,1.0,4.625,0.02824446067689311,inf
49,frozenset({'HOT WATER BOTTLE BABUSHKA '}),frozenset({'POSTAGE'}),0.036036036036036036,0.6306306306306306,0.036036036036036036,1.0,1.5857142857142856,0.013310607905202498,inf
50,frozenset({'IVORY KITCHEN SCALES'}),frozenset({'POSTAGE'}),0.04504504504504504,0.6306306306306306,0.04504504504504504,1.0,1.5857142857142856,0.016638259881503123,inf
51,frozenset({'JAM JAR WITH GREEN LID'}),frozenset({'JAM JAR WITH PINK LID'}),0.06306306306306306,0.09009009009009009,0.06306306306306306,1.0,11.1,0.057381706030354675,inf
52,frozenset({'JAM JAR WITH GREEN LID'}),frozenset({'JAM MAKING SET PRINTED'}),0.06306306306306306,0.11711711711711711,0.05405405405405406,0.8571428571428573,7.31868131868132,0.046668289911533156,6.180180180180187
53,frozenset({'JAM JAR WITH GREEN LID'}),frozenset({'POSTAGE'}),0.06306306306306306,0.6306306306306306,0.06306306306306306,1.0,1.5857142857142856,0.023293563834104372,inf
54,frozenset({'JAM JAR WITH PINK LID'}),frozenset({'JAM MAKING SET PRINTED'}),0.09009009009009009,0.11711711711711711,0.07207207207207207,0.8,6.830769230769231,0.061520980439899356,4.4144144144144155
55,frozenset({'JAM JAR WITH PINK LID'}),frozenset({'POSTAGE'}),0.09009009009009009,0.6306306306306306,0.08108108108108109,0.9000000000000001,1.4271428571428573,0.024267510753997246,3.6936936936936986
56,frozenset({'JAM MAKING SET PRINTED'}),frozenset({'POSTAGE'}),0.11711711711711711,0.6306306306306306,0.10810810810810811,0.9230769230769231,1.4637362637362639,0.03425046668289912,4.801801801801805
57,frozenset({'TRAVEL SEWING KIT'}),frozenset({'JAM MAKING SET PRINTED'}),0.04504504504504504,0.11711711711711711,0.036036036036036036,0.8,6.830769230769231,0.030760490219949678,4.4144144144144155
58,frozenset({'JAM MAKING SET WITH JARS'}),frozenset({'POSTAGE'}),0.06306306306306306,0.6306306306306306,0.05405405405405406,0.8571428571428573,1.359183673469388,0.014284554825095372,2.585585585585589
59,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'POSTAGE'}),0.036036036036036036,0.6306306306306306,0.036036036036036036,1.0,1.5857142857142856,0.013310607905202498,inf
60,frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'POSTAGE'}),0.05405405405405406,0.6306306306306306,0.05405405405405406,1.0,1.5857142857142856,0.019965911857803748,inf
61,frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT '}),frozenset({'POSTAGE'}),0.04504504504504504,0.6306306306306306,0.036036036036036036,0.8,1.2685714285714287,0.007629250872494116,1.8468468468468473
62,frozenset({'MEMO BOARD COTTAGE DESIGN'}),frozenset({'POSTAGE'}),0.05405405405405406,0.6306306306306306,0.05405405405405406,1.0,1.5857142857142856,0.019965911857803748,inf
63,frozenset({'OVEN MITT APPLES DESIGN'}),frozenset({'PACK OF 20 NAPKINS RED APPLES'}),0.04504504504504504,0.06306306306306306,0.036036036036036036,0.8,12.685714285714287,0.03319535751968184,4.684684684684686
64,frozenset({'PACK OF 12 WOODLAND TISSUES '}),frozenset({'POSTAGE'}),0.04504504504504504,0.6306306306306306,0.04504504504504504,1.0,1.5857142857142856,0.016638259881503123,inf
65,frozenset({'PACK OF 20 NAPKINS PANTRY DESIGN'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '}),0.036036036036036036,0.17117117117117117,0.036036036036036036,1.0,5.842105263157895,0.02986770554338122,inf
66,frozenset({'PACK OF 6 BIRDY GIFT TAGS'}),frozenset({'POSTAGE'}),0.05405405405405406,0.6306306306306306,0.05405405405405406,1.0,1.5857142857142856,0.019965911857803748,inf
67,frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),frozenset({'POSTAGE'}),0.05405405405405406,0.6306306306306306,0.04504504504504504,0.8333333333333333,1.3214285714285714,0.010956902848794733,2.2162162162162153
68,frozenset({'PAPER BUNTING RETROSPOT'}),frozenset({'POSTAGE'}),0.04504504504504504,0.6306306306306306,0.036036036036036036,0.8,1.2685714285714287,0.007629250872494116,1.8468468468468473
69,frozenset({'PENCIL CASE LIFE IS BEAUTIFUL'}),frozenset({'POSTAGE'}),0.06306306306306306,0.6306306306306306,0.05405405405405406,0.8571428571428573,1.359183673469388,0.014284554825095372,2.585585585585589
70,frozenset({'TV DINNER TRAY DOLLY GIRL'}),frozenset({'PENCIL CASE LIFE IS BEAUTIFUL'}),0.04504504504504504,0.06306306306306306,0.036036036036036036,0.8,12.685714285714287,0.03319535751968184,4.684684684684686
71,frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),frozenset({'POSTAGE'}),0.08108108108108109,0.6306306306306306,0.07207207207207207,0.8888888888888888,1.4095238095238094,0.020939858777696614,3.324324324324323
72,frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'POSTAGE'}),0.07207207207207207,0.6306306306306306,0.06306306306306306,0.8749999999999999,1.3874999999999997,0.017612206801395983,2.9549549549549523
73,frozenset({'PLASTERS IN TIN STRONGMAN'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.05405405405405406,0.21621621621621623,0.04504504504504504,0.8333333333333333,3.854166666666666,0.03335768200633065,4.702702702702701
74,frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'POSTAGE'}),0.09009009009009009,0.6306306306306306,0.07207207207207207,0.8,1.2685714285714287,0.015258501744988232,1.8468468468468473
75,frozenset({'RED  HARMONICA IN BOX '}),frozenset({'POSTAGE'}),0.036036036036036036,0.6306306306306306,0.036036036036036036,1.0,1.5857142857142856,0.013310607905202498,inf
76,frozenset({'RED 3 PIECE RETROSPOT CUTLERY SET'}),frozenset({'POSTAGE'}),0.04504504504504504,0.6306306306306306,0.036036036036036036,0.8,1.2685714285714287,0.007629250872494116,1.8468468468468473
77,frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'POSTAGE'}),0.04504504504504504,0.6306306306306306,0.04504504504504504,1.0,1.5857142857142856,0.016638259881503123,inf
78,frozenset({'RED RETROSPOT CUP'}),frozenset({'POSTAGE'}),0.06306306306306306,0.6306306306306306,0.05405405405405406,0.8571428571428573,1.359183673469388,0.014284554825095372,2.585585585585589
79,frozenset({'RED RETROSPOT MINI CASES'}),frozenset({'POSTAGE'}),0.04504504504504504,0.6306306306306306,0.04504504504504504,1.0,1.5857142857142856,0.016638259881503123,inf
80,frozenset({'RED RETROSPOT PLATE '}),frozenset({'POSTAGE'}),0.04504504504504504,0.6306306306306306,0.04504504504504504,1.0,1.5857142857142856,0.016638259881503123,inf
81,frozenset({'RED RETROSPOT TAPE'}),frozenset({'POSTAGE'}),0.06306306306306306,0.6306306306306306,0.06306306306306306,1.0,1.5857142857142856,0.023293563834104372,inf
82,frozenset({'RED RETROSPOT UMBRELLA'}),frozenset({'POSTAGE'}),0.04504504504504504,0.6306306306306306,0.04504504504504504,1.0,1.5857142857142856,0.016638259881503123,inf
83,frozenset({'RETROSPOT CHILDRENS APRON'}),frozenset({'POSTAGE'}),0.036036036036036036,0.6306306306306306,0.036036036036036036,1.0,1.5857142857142856,0.013310607905202498,inf
84,frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS '}),frozenset({'POSTAGE'}),0.14414414414414414,0.6306306306306306,0.12612612612612611,0.8749999999999999,1.3874999999999997,0.035224413602791965,2.9549549549549523
85,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '}),frozenset({'POSTAGE'}),0.17117117117117117,0.6306306306306306,0.14414414414414414,0.8421052631578947,1.3353383458646615,0.03619836052268485,2.3393393393393387
86,frozenset({'SET 3 PAPER VINTAGE CHICK PAPER EGG'}),frozenset({'POSTAGE'}),0.06306306306306306,0.6306306306306306,0.06306306306306306,1.0,1.5857142857142856,0.023293563834104372,inf
87,frozenset({'SET OF 2 TEA TOWELS APPLE AND PEARS'}),frozenset({'POSTAGE'}),0.036036036036036036,0.6306306306306306,0.036036036036036036,1.0,1.5857142857142856,0.013310607905202498,inf
88,frozenset({'SET OF 6 SPICE TINS PANTRY DESIGN'}),frozenset({'POSTAGE'}),0.05405405405405406,0.6306306306306306,0.04504504504504504,0.8333333333333333,1.3214285714285714,0.010956902848794733,2.2162162162162153
89,frozenset({'SET/10 RED POLKADOT PARTY CANDLES'}),frozenset({'POSTAGE'}),0.04504504504504504,0.6306306306306306,0.036036036036036036,0.8,1.2685714285714287,0.007629250872494116,1.8468468468468473
90,frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),frozenset({'POSTAGE'}),0.04504504504504504,0.6306306306306306,0.04504504504504504,1.0,1.5857142857142856,0.016638259881503123,inf
91,frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),frozenset({'POSTAGE'}),0.036036036036036036,0.6306306306306306,0.036036036036036036,1.0,1.5857142857142856,0.013310607905202498,inf
92,frozenset({'SPACEBOY LUNCH BOX '}),frozenset({'POSTAGE'}),0.07207207207207207,0.6306306306306306,0.06306306306306306,0.8749999999999999,1.3874999999999997,0.017612206801395983,2.9549549549549523
93,frozenset({'STARS GIFT TAPE '}),frozenset({'POSTAGE'}),0.05405405405405406,0.6306306306306306,0.05405405405405406,1.0,1.5857142857142856,0.019965911857803748,inf
94,frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'}),frozenset({'POSTAGE'}),0.06306306306306306,0.6306306306306306,0.05405405405405406,0.8571428571428573,1.359183673469388,0.014284554825095372,2.585585585585589
95,frozenset({'TABLECLOTH RED APPLES DESIGN '}),frozenset({'POSTAGE'}),0.036036036036036036,0.6306306306306306,0.036036036036036036,1.0,1.5857142857142856,0.013310607905202498,inf
96,frozenset({'TRAVEL SEWING KIT'}),frozenset({'POSTAGE'}),0.04504504504504504,0.6306306306306306,0.04504504504504504,1.0,1.5857142857142856,0.016638259881503123,inf
97,frozenset({'WALL TIDY RETROSPOT '}),frozenset({'POSTAGE'}),0.04504504504504504,0.6306306306306306,0.04504504504504504,1.0,1.5857142857142856,0.016638259881503123,inf
98,frozenset({'WOODEN FRAME ANTIQUE WHITE '}),frozenset({'POSTAGE'}),0.036036036036036036,0.6306306306306306,0.036036036036036036,1.0,1.5857142857142856,0.013310607905202498,inf
99,frozenset({'WOODLAND  HEIGHT CHART STICKERS '}),frozenset({'POSTAGE'}),0.036036036036036036,0.6306306306306306,0.036036036036036036,1.0,1.5857142857142856,0.013310607905202498,inf
100,frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'POSTAGE'}),0.09009009009009009,0.6306306306306306,0.09009009009009009,1.0,1.5857142857142856,0.033276519763006246,inf
101,frozenset({'WOODLAND PARTY BAG + STICKER SET'}),frozenset({'POSTAGE'}),0.06306306306306306,0.6306306306306306,0.05405405405405406,0.8571428571428573,1.359183673469388,0.014284554825095372,2.585585585585589
102,frozenset({'WRAP CIRCUS PARADE'}),frozenset({'POSTAGE'}),0.036036036036036036,0.6306306306306306,0.036036036036036036,1.0,1.5857142857142856,0.013310607905202498,inf
103,frozenset({'RED  HARMONICA IN BOX '}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '}),0.036036036036036036,0.17117117117117117,0.036036036036036036,1.0,5.842105263157895,0.02986770554338122,inf
104,frozenset({'RED RETROSPOT BOWL'}),frozenset({'RED RETROSPOT CUP'}),0.05405405405405406,0.06306306306306306,0.04504504504504504,0.8333333333333333,13.214285714285714,0.04163623082542001,5.621621621621619
105,frozenset({'RED RETROSPOT PLATE '}),frozenset({'RED RETROSPOT BOWL'}),0.04504504504504504,0.05405405405405406,0.036036036036036036,0.8,14.8,0.03360116873630387,4.729729729729731
106,frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.04504504504504504,0.09009009009009009,0.036036036036036036,0.8,8.88,0.03197792386981576,4.549549549549551
107,frozenset({'RED RETROSPOT PLATE '}),frozenset({'RED RETROSPOT CUP'}),0.04504504504504504,0.06306306306306306,0.04504504504504504,1.0,15.85714285714286,0.04220436652869085,inf
108,frozenset({'RED RETROSPOT MINI CASES'}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS '}),0.04504504504504504,0.14414414414414414,0.036036036036036036,0.8,5.550000000000001,0.029543056570083596,4.27927927927928
109,frozenset({'RED RETROSPOT MINI CASES'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.04504504504504504,0.09009009009009009,0.04504504504504504,1.0,11.1,0.04098693287882477,inf
110,frozenset({'RED RETROSPOT PLATE '}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS '}),0.04504504504504504,0.14414414414414414,0.036036036036036036,0.8,5.550000000000001,0.029543056570083596,4.27927927927928
111,frozenset({'STARS GIFT TAPE '}),frozenset({'RED RETROSPOT TAPE'}),0.05405405405405406,0.06306306306306306,0.04504504504504504,0.8333333333333333,13.214285714285714,0.04163623082542001,5.621621621621619
112,frozenset({'RED STRIPE CERAMIC DRAWER KNOB'}),frozenset({'WHITE SPOT RED CERAMIC DRAWER KNOB'}),0.04504504504504504,0.036036036036036036,0.036036036036036036,0.8,22.200000000000003,0.03441279116954793,4.819819819819821
113,frozenset({'WHITE SPOT RED CERAMIC DRAWER KNOB'}),frozenset({'RED STRIPE CERAMIC DRAWER KNOB'}),0.036036036036036036,0.04504504504504504,0.036036036036036036,1.0,22.2,0.03441279116954793,inf
114,frozenset({'SET 7 BABUSHKA NESTING BOXES'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.05405405405405406,0.21621621621621623,0.04504504504504504,0.8333333333333333,3.854166666666666,0.03335768200633065,4.702702702702701
115,frozenset({'STRAWBERRY FAIRY CAKE TEAPOT'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.07207207207207207,0.21621621621621623,0.06306306306306306,0.8749999999999999,4.046874999999999,0.047479912344777206,6.270270270270265
116,frozenset({'TV DINNER TRAY DOLLY GIRL'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.04504504504504504,0.21621621621621623,0.04504504504504504,1.0,4.625,0.035305575846116384,inf
117,frozenset({'TV DINNER TRAY DOLLY GIRL'}),frozenset({'ROSE COTTAGE KEEPSAKE BOX '}),0.04504504504504504,0.08108108108108109,0.036036036036036036,0.8,9.866666666666667,0.03238373508643779,4.594594594594596
118,frozenset({'SAVE THE PLANET COTTON TOTE BAG'}),frozenset({'WOODLAND DESIGN  COTTON TOTE BAG'}),0.036036036036036036,0.06306306306306306,0.036036036036036036,1.0,15.85714285714286,0.03376349322295268,inf
119,frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),0.036036036036036036,0.04504504504504504,0.036036036036036036,1.0,22.2,0.03441279116954793,inf
120,frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),0.04504504504504504,0.036036036036036036,0.036036036036036036,0.8,22.200000000000003,0.03441279116954793,4.819819819819821
121,frozenset({'SWEETHEART CERAMIC TRINKET BOX'}),frozenset({'STRAWBERRY CERAMIC TRINKET BOX'}),0.07207207207207207,0.08108108108108109,0.06306306306306306,0.8749999999999999,10.791666666666664,0.057219381543705865,7.351351351351345
122,frozenset({'TV DINNER TRAY DOLLY GIRL'}),frozenset({'STRAWBERRY FAIRY CAKE TEAPOT'}),0.04504504504504504,0.07207207207207207,0.036036036036036036,0.8,11.100000000000001,0.032789546303059816,4.639639639639641
123,"frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND ', '3 PIECE SPACEBOY COOKIE CUTTER SET'})",frozenset({'POSTAGE'}),0.036036036036036036,0.6306306306306306,0.036036036036036036,1.0,1.5857142857142856,0.013310607905202498,inf
124,"frozenset({'POSTAGE', '3 PIECE SPACEBOY COOKIE CUTTER SET'})",frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '}),0.036036036036036036,0.17117117117117117,0.036036036036036036,1.0,5.842105263157895,0.02986770554338122,inf
125,"frozenset({'HOOK, 1 HANGER ,MAGIC GARDEN', '6 RIBBONS RUSTIC CHARM'})",frozenset({'5 HOOK HANGER MAGIC TOADSTOOL'}),0.036036036036036036,0.07207207207207207,0.036036036036036036,1.0,13.875,0.03343884424965506,inf
126,"frozenset({'HOOK, 1 HANGER ,MAGIC GARDEN', '5 HOOK HANGER MAGIC TOADSTOOL'})",frozenset({'6 RIBBONS RUSTIC CHARM'}),0.036036036036036036,0.10810810810810811,0.036036036036036036,1.0,9.25,0.03214024835646457,inf
127,"frozenset({'5 HOOK HANGER MAGIC TOADSTOOL', '6 RIBBONS RUSTIC CHARM'})","frozenset({'HOOK, 1 HANGER ,MAGIC GARDEN'})",0.036036036036036036,0.036036036036036036,0.036036036036036036,1.0,27.75,0.03473744014284555,inf
128,"frozenset({'HOOK, 1 HANGER ,MAGIC GARDEN'})","frozenset({'5 HOOK HANGER MAGIC TOADSTOOL', '6 RIBBONS RUSTIC CHARM'})",0.036036036036036036,0.036036036036036036,0.036036036036036036,1.0,27.75,0.03473744014284555,inf
129,"frozenset({'REGENCY CAKESTAND 3 TIER', 'GUMBALL COAT RACK'})",frozenset({'6 RIBBONS RUSTIC CHARM'}),0.04504504504504504,0.10810810810810811,0.036036036036036036,0.8,7.4,0.031166301436571706,4.4594594594594605
130,"frozenset({'6 RIBBONS RUSTIC CHARM', 'GUMBALL COAT RACK'})",frozenset({'REGENCY CAKESTAND 3 TIER'}),0.036036036036036036,0.21621621621621623,0.036036036036036036,1.0,4.625,0.02824446067689311,inf
131,"frozenset({'6 RIBBONS RUSTIC CHARM', 'ROUND SNACK BOXES SET OF 4 FRUITS '})",frozenset({'GUMBALL COAT RACK'}),0.036036036036036036,0.07207207207207207,0.036036036036036036,1.0,13.875,0.03343884424965506,inf
