,InvoiceNo,Unnamed: 0,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
45,536370,45,POST,POSTAGE,3,12/1/2010 8:45,18.0,12583.0,France
46,536371,46,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,80,12/1/2010 9:00,2.55,13748.0,United Kingdom
47,536372,47,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 9:01,1.85,17850.0,United Kingdom
48,536372,48,22633,HAND WARMER UNION JACK,6,12/1/2010 9:01,1.85,17850.0,United Kingdom
49,536373,49,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 9:02,2.55,17850.0,United Kingdom
50,536373,50,71053,WHITE METAL LANTERN,6,12/1/2010 9:02,3.39,17850.0,United Kingdom
51,536373,51,84406B,CREAM CUPID HEARTS COAT HANGER,8,12/1/2010 9:02,2.75,17850.0,United Kingdom
52,536373,52,20679,EDWARDIAN PARASOL RED,6,12/1/2010 9:02,4.95,17850.0,United Kingdom
53,536373,53,37370,RETRO COFFEE MUGS ASSORTED,6,12/1/2010 9:02,1.06,17850.0,United Kingdom
54,536373,54,21871,SAVE THE PLANET MUG,6,12/1/2010 9:02,1.06,17850.0,United Kingdom
55,536373,55,21071,VINTAGE BILLBOARD DRINK ME MUG,6,12/1/2010 9:02,1.06,17850.0,United Kingdom
56,536373,56,21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,12/1/2010 9:02,1.06,17850.0,United Kingdom
57,536373,57,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,12/1/2010 9:02,4.95,17850.0,United Kingdom
58,536373,58,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,12/1/2010 9:02,6.95,17850.0,United Kingdom
59,536373,59,82482,WOODEN PICTURE FRAME WHITE FINISH,6,12/1/2010 9:02,2.1,17850.0,United Kingdom
60,536373,60,82494L,WOODEN FRAME ANTIQUE WHITE ,6,12/1/2010 9:02,2.55,17850.0,United Kingdom
61,536373,61,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/1/2010 9:02,3.39,17850.0,United Kingdom
62,536373,62,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,12/1/2010 9:02,3.39,17850.0,United Kingdom
63,536373,63,22752,SET 7 BABUSHKA NESTING BOXES,2,12/1/2010 9:02,7.65,17850.0,United Kingdom
64,536373,64,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12/1/2010 9:02,4.25,17850.0,United Kingdom
65,536374,65,21258,VICTORIAN SEWING BOX LARGE,32,12/1/2010 9:09,10.95,15100.0,United Kingdom
66,536375,66,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 9:32,2.55,17850.0,United Kingdom
67,536375,67,71053,WHITE METAL LANTERN,6,12/1/2010 9:32,3.39,17850.0,United Kingdom
68,536375,68,84406B,CREAM CUPID HEARTS COAT HANGER,8,12/1/2010 9:32,2.75,17850.0,United Kingdom
69,536375,69,20679,EDWARDIAN PARASOL RED,6,12/1/2010 9:32,4.95,17850.0,United Kingdom
70,536375,70,37370,RETRO COFFEE MUGS ASSORTED,6,12/1/2010 9:32,1.06,17850.0,United Kingdom
71,536375,71,21871,SAVE THE PLANET MUG,6,12/1/2010 9:32,1.06,17850.0,United Kingdom
72,536375,72,21071,VINTAGE BILLBOARD DRINK ME MUG,6,12/1/2010 9:32,1.06,17850.0,United Kingdom
73,536375,73,21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,12/1/2010 9:32,1.06,17850.0,United Kingdom
74,536375,74,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,12/1/2010 9:32,4.95,17850.0,United Kingdom
75,536375,75,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,12/1/2010 9:32,6.95,17850.0,United Kingdom
76,536375,76,82482,WOODEN PICTURE FRAME WHITE FINISH,6,12/1/2010 9:32,2.1,17850.0,United Kingdom
77,536375,77,82494L,WOODEN FRAME ANTIQUE WHITE ,6,12/1/2010 9:32,2.55,17850.0,United Kingdom
78,536375,78,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/1/2010 9:32,3.39,17850.0,United Kingdom
79,536375,79,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,12/1/2010 9:32,3.39,17850.0,United Kingdom
80,536375,80,22752,SET 7 BABUSHKA NESTING BOXES,2,12/1/2010 9:32,7.65,17850.0,United Kingdom
81,536375,81,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12/1/2010 9:32,4.25,17850.0,United Kingdom
82,536376,82,22114,HOT WATER BOTTLE TEA AND SYMPATHY,48,12/1/2010 9:32,3.45,15291.0,United Kingdom
83,536376,83,21733,RED HANGING HEART T-LIGHT HOLDER,64,12/1/2010 9:32,2.55,15291.0,United Kingdom
84,536377,84,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 9:34,1.85,17850.0,United Kingdom
85,536377,85,22633,HAND WARMER UNION JACK,6,12/1/2010 9:34,1.85,17850.0,United Kingdom
86,536378,86,22386,JUMBO BAG PINK POLKADOT,10,12/1/2010 9:37,1.95,14688.0,United Kingdom
87,536378,87,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,12/1/2010 9:37,1.95,14688.0,United Kingdom
88,536378,88,21033,JUMBO BAG CHARLIE AND LOLA TOYS,10,12/1/2010 9:37,2.95,14688.0,United Kingdom
89,536378,89,20723,STRAWBERRY CHARLOTTE BAG,10,12/1/2010 9:37,0.85,14688.0,United Kingdom
90,536378,90,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,12,12/1/2010 9:37,3.75,14688.0,United Kingdom
91,536378,91,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,6,12/1/2010 9:37,3.75,14688.0,United Kingdom
92,536378,92,21094,SET/6 RED SPOTTY PAPER PLATES,12,12/1/2010 9:37,0.85,14688.0,United Kingdom
93,536378,93,20725,LUNCH BAG RED RETROSPOT,10,12/1/2010 9:37,1.65,14688.0,United Kingdom
94,536378,94,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,12/1/2010 9:37,2.55,14688.0,United Kingdom
95,536378,95,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,12/1/2010 9:37,2.55,14688.0,United Kingdom
96,536378,96,21212,PACK OF 72 RETROSPOT CAKE CASES,120,12/1/2010 9:37,0.42,14688.0,United Kingdom
97,536378,97,21975,PACK OF 60 DINOSAUR CAKE CASES,24,12/1/2010 9:37,0.55,14688.0,United Kingdom
98,536378,98,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,12/1/2010 9:37,0.55,14688.0,United Kingdom
99,536378,99,84991,60 TEATIME FAIRY CAKE CASES,24,12/1/2010 9:37,0.55,14688.0,United Kingdom
100,536378,100,84519A,TOMATO CHARLIE+LOLA COASTER SET,6,12/1/2010 9:37,2.95,14688.0,United Kingdom
101,536378,101,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,48,12/1/2010 9:37,1.25,14688.0,United Kingdom
102,536378,102,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,96,12/1/2010 9:37,0.38,14688.0,United Kingdom
103,536378,103,21931,JUMBO STORAGE BAG SUKI,10,12/1/2010 9:37,1.95,14688.0,United Kingdom
104,536378,104,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,12/1/2010 9:37,1.95,14688.0,United Kingdom
105,536380,105,22961,JAM MAKING SET PRINTED,24,12/1/2010 9:41,1.45,17809.0,United Kingdom
106,536381,106,22139,RETROSPOT TEA SET CERAMIC 11 PC ,23,12/1/2010 9:41,4.25,15311.0,United Kingdom
107,536381,107,84854,GIRLY PINK TOOL SET,5,12/1/2010 9:41,4.95,15311.0,United Kingdom
108,536381,108,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,12/1/2010 9:41,1.95,15311.0,United Kingdom
109,536381,109,82567,"AIRLINE LOUNGE,METAL SIGN",2,12/1/2010 9:41,2.1,15311.0,United Kingdom
110,536381,110,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,6,12/1/2010 9:41,1.25,15311.0,United Kingdom
111,536381,111,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,24,12/1/2010 9:41,1.25,15311.0,United Kingdom
112,536381,112,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,24,12/1/2010 9:41,1.25,15311.0,United Kingdom
113,536381,113,71270,PHOTO CLIP LINE,1,12/1/2010 9:41,1.25,15311.0,United Kingdom
114,536381,114,22262,FELT EGG COSY CHICKEN,1,12/1/2010 9:41,0.85,15311.0,United Kingdom
115,536381,115,22637,PIGGY BANK RETROSPOT ,1,12/1/2010 9:41,2.55,15311.0,United Kingdom
116,536381,116,21934,SKULL SHOULDER BAG,10,12/1/2010 9:41,1.65,15311.0,United Kingdom
117,536381,117,21169,YOU'RE CONFUSING ME METAL SIGN ,3,12/1/2010 9:41,1.69,15311.0,United Kingdom
118,536381,118,21166,COOK WITH WINE METAL SIGN ,1,12/1/2010 9:41,1.95,15311.0,United Kingdom
119,536381,119,21175,GIN + TONIC DIET METAL SIGN,2,12/1/2010 9:41,2.1,15311.0,United Kingdom
120,536381,120,37444A,YELLOW BREAKFAST CUP AND SAUCER,1,12/1/2010 9:41,2.95,15311.0,United Kingdom
121,536381,121,37444C,PINK BREAKFAST CUP AND SAUCER ,1,12/1/2010 9:41,2.95,15311.0,United Kingdom
122,536381,122,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,4,12/1/2010 9:41,2.95,15311.0,United Kingdom
123,536381,123,22083,PAPER CHAIN KIT RETROSPOT,1,12/1/2010 9:41,2.95,15311.0,United Kingdom
124,536381,124,84971S,SMALL HEART FLOWERS HOOK ,6,12/1/2010 9:41,0.85,15311.0,United Kingdom
125,536381,125,71270,PHOTO CLIP LINE,3,12/1/2010 9:41,1.25,15311.0,United Kingdom
126,536381,126,47580,TEA TIME DES TEA COSY,2,12/1/2010 9:41,2.55,15311.0,United Kingdom
127,536381,127,22261,FELT EGG COSY WHITE RABBIT ,1,12/1/2010 9:41,0.85,15311.0,United Kingdom
128,536381,128,84832,ZINC WILLIE WINKIE  CANDLE STICK,1,12/1/2010 9:41,0.85,15311.0,United Kingdom
129,536381,129,22644,CERAMIC CHERRY CAKE MONEY BANK,1,12/1/2010 9:41,1.45,15311.0,United Kingdom
130,536381,130,21533,RETROSPOT LARGE MILK JUG,1,12/1/2010 9:41,4.95,15311.0,United Kingdom
131,536381,131,21557,SET OF 6 FUNKY BEAKERS,2,12/1/2010 9:41,2.95,15311.0,United Kingdom
132,536381,132,15056BL,EDWARDIAN PARASOL BLACK,2,12/1/2010 9:41,5.95,15311.0,United Kingdom
133,536381,133,15056N,EDWARDIAN PARASOL NATURAL,2,12/1/2010 9:41,5.95,15311.0,United Kingdom
134,536381,134,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,12/1/2010 9:41,1.45,15311.0,United Kingdom
135,536381,135,22176,BLUE OWL SOFT TOY,1,12/1/2010 9:41,2.95,15311.0,United Kingdom
136,536381,136,22438,BALLOON ART MAKE YOUR OWN FLOWERS,1,12/1/2010 9:41,1.95,15311.0,United Kingdom
137,536381,137,21731,RED TOADSTOOL LED NIGHT LIGHT,2,12/1/2010 9:41,1.65,15311.0,United Kingdom
138,536381,138,22778,GLASS CLOCHE SMALL,3,12/1/2010 9:41,3.95,15311.0,United Kingdom
139,536381,139,22719,GUMBALL MONOCHROME COAT RACK,36,12/1/2010 9:41,1.06,15311.0,United Kingdom
140,536381,140,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,12/1/2010 9:41,6.75,15311.0,United Kingdom
141,C536379,141,D,Discount,1,12/1/2010 9:41,27.5,14527.0,United Kingdom
142,536382,142,10002,INFLATABLE POLITICAL GLOBE ,12,12/1/2010 9:45,0.85,16098.0,United Kingdom
143,536382,143,21912,VINTAGE SNAKES & LADDERS,8,12/1/2010 9:45,3.75,16098.0,United Kingdom
144,536382,144,21832,CHOCOLATE CALCULATOR,12,12/1/2010 9:45,1.65,16098.0,United Kingdom
145,536382,145,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,12/1/2010 9:45,1.95,16098.0,United Kingdom
146,536382,146,22379,RECYCLING BAG RETROSPOT ,10,12/1/2010 9:45,2.1,16098.0,United Kingdom
147,536382,147,22381,TOY TIDY PINK POLKADOT,50,12/1/2010 9:45,1.85,16098.0,United Kingdom
148,536382,148,22798,ANTIQUE GLASS DRESSING TABLE POT,8,12/1/2010 9:45,2.95,16098.0,United Kingdom
149,536382,149,22726,ALARM CLOCK BAKELIKE GREEN,4,12/1/2010 9:45,3.75,16098.0,United Kingdom
150,536382,150,22926,IVORY GIANT GARDEN THERMOMETER,12,12/1/2010 9:45,5.95,16098.0,United Kingdom
151,536382,151,22839,3 TIER CAKE TIN GREEN AND CREAM,2,12/1/2010 9:45,14.95,16098.0,United Kingdom
152,536382,152,22838,3 TIER CAKE TIN RED AND CREAM,2,12/1/2010 9:45,14.95,16098.0,United Kingdom
153,536382,153,22783,SET 3 WICKER OVAL BASKETS W LIDS,4,12/1/2010 9:45,16.95,16098.0,United Kingdom
154,C536383,154,35004C,SET OF 3 COLOURED  FLYING DUCKS,1,12/1/2010 9:49,4.65,15311.0,United Kingdom
155,536384,155,82484,WOOD BLACK BOARD ANT WHITE FINISH,3,12/1/2010 9:53,6.45,18074.0,United Kingdom
156,536384,156,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,48,12/1/2010 9:53,0.65,18074.0,United Kingdom
157,536384,157,22464,HANGING METAL HEART LANTERN,12,12/1/2010 9:53,1.65,18074.0,United Kingdom
158,536384,158,21324,HANGING MEDINA LANTERN SMALL,6,12/1/2010 9:53,2.95,18074.0,United Kingdom
159,536384,159,22457,NATURAL SLATE HEART CHALKBOARD ,12,12/1/2010 9:53,2.95,18074.0,United Kingdom
160,536384,160,22469,HEART OF WICKER SMALL,40,12/1/2010 9:53,1.45,18074.0,United Kingdom
161,536384,161,22470,HEART OF WICKER LARGE,40,12/1/2010 9:53,2.55,18074.0,United Kingdom
162,536384,162,22224,WHITE LOVEBIRD LANTERN,6,12/1/2010 9:53,2.95,18074.0,United Kingdom
163,536384,163,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,2,12/1/2010 9:53,12.75,18074.0,United Kingdom
164,536384,164,22189,CREAM HEART CARD HOLDER,4,12/1/2010 9:53,3.95,18074.0,United Kingdom
165,536384,165,22427,ENAMEL FLOWER JUG CREAM,3,12/1/2010 9:53,5.95,18074.0,United Kingdom
166,536384,166,22428,ENAMEL FIRE BUCKET CREAM,6,12/1/2010 9:53,6.95,18074.0,United Kingdom
167,536384,167,22424,ENAMEL BREAD BIN CREAM,8,12/1/2010 9:53,10.95,18074.0,United Kingdom
168,536385,168,22783,SET 3 WICKER OVAL BASKETS W LIDS,1,12/1/2010 9:56,19.95,17420.0,United Kingdom
169,536385,169,22961,JAM MAKING SET PRINTED,12,12/1/2010 9:56,1.45,17420.0,United Kingdom
170,536385,170,22960,JAM MAKING SET WITH JARS,6,12/1/2010 9:56,4.25,17420.0,United Kingdom
171,536385,171,22663,JUMBO BAG DOLLY GIRL DESIGN,10,12/1/2010 9:56,1.95,17420.0,United Kingdom
172,536385,172,85049A,TRADITIONAL CHRISTMAS RIBBONS,12,12/1/2010 9:56,1.25,17420.0,United Kingdom
173,536385,173,22168,ORGANISER WOOD ANTIQUE WHITE ,2,12/1/2010 9:56,8.5,17420.0,United Kingdom
174,536385,174,22662,LUNCH BAG DOLLY GIRL DESIGN,10,12/1/2010 9:56,1.65,17420.0,United Kingdom
175,536386,175,84880,WHITE WIRE EGG HOLDER,36,12/1/2010 9:57,4.95,16029.0,United Kingdom
176,536386,176,85099C,JUMBO  BAG BAROQUE BLACK WHITE,100,12/1/2010 9:57,1.65,16029.0,United Kingdom
177,536386,177,85099B,JUMBO BAG RED RETROSPOT,100,12/1/2010 9:57,1.65,16029.0,United Kingdom
178,536387,178,79321,CHILLI LIGHTS,192,12/1/2010 9:58,3.82,16029.0,United Kingdom
179,536387,179,22780,LIGHT GARLAND BUTTERFILES PINK,192,12/1/2010 9:58,3.37,16029.0,United Kingdom
180,536387,180,22779,WOODEN OWLS LIGHT GARLAND ,192,12/1/2010 9:58,3.37,16029.0,United Kingdom
181,536387,181,22466,FAIRY TALE COTTAGE NIGHTLIGHT,432,12/1/2010 9:58,1.45,16029.0,United Kingdom
182,536387,182,21731,RED TOADSTOOL LED NIGHT LIGHT,432,12/1/2010 9:58,1.25,16029.0,United Kingdom
183,536388,183,21754,HOME BUILDING BLOCK WORD,3,12/1/2010 9:59,5.95,16250.0,United Kingdom
184,536388,184,21755,LOVE BUILDING BLOCK WORD,3,12/1/2010 9:59,5.95,16250.0,United Kingdom
185,536388,185,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,12/1/2010 9:59,7.95,16250.0,United Kingdom
186,536388,186,21363,HOME SMALL WOOD LETTERS,3,12/1/2010 9:59,4.95,16250.0,United Kingdom
187,536388,187,21411,GINGHAM HEART  DOORSTOP RED,3,12/1/2010 9:59,4.25,16250.0,United Kingdom
188,536388,188,22318,FIVE HEART HANGING DECORATION,6,12/1/2010 9:59,2.95,16250.0,United Kingdom
189,536388,189,22464,HANGING METAL HEART LANTERN,12,12/1/2010 9:59,1.65,16250.0,United Kingdom
190,536388,190,22915,ASSORTED BOTTLE TOP  MAGNETS ,12,12/1/2010 9:59,0.42,16250.0,United Kingdom
191,536388,191,22922,FRIDGE MAGNETS US DINER ASSORTED,12,12/1/2010 9:59,0.85,16250.0,United Kingdom
192,536388,192,22969,HOMEMADE JAM SCENTED CANDLES,12,12/1/2010 9:59,1.45,16250.0,United Kingdom
193,536388,193,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,12,12/1/2010 9:59,0.85,16250.0,United Kingdom
194,536388,194,21115,ROSE CARAVAN DOORSTOP,4,12/1/2010 9:59,6.75,16250.0,United Kingdom
195,536388,195,22469,HEART OF WICKER SMALL,12,12/1/2010 9:59,1.65,16250.0,United Kingdom
196,536388,196,22242,5 HOOK HANGER MAGIC TOADSTOOL,12,12/1/2010 9:59,1.65,16250.0,United Kingdom
197,536389,197,22941,CHRISTMAS LIGHTS 10 REINDEER,6,12/1/2010 10:03,8.5,12431.0,Australia
198,536389,198,21622,VINTAGE UNION JACK CUSHION COVER,8,12/1/2010 10:03,4.95,12431.0,Australia
199,536389,199,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,12/1/2010 10:03,1.25,12431.0,Australia
200,536389,200,35004C,SET OF 3 COLOURED  FLYING DUCKS,6,12/1/2010 10:03,5.45,12431.0,Australia
201,536389,201,35004G,SET OF 3 GOLD FLYING DUCKS,4,12/1/2010 10:03,6.35,12431.0,Australia
202,536389,202,85014B,RED RETROSPOT UMBRELLA,6,12/1/2010 10:03,5.95,12431.0,Australia
203,536389,203,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,12/1/2010 10:03,5.95,12431.0,Australia
204,536389,204,22193,RED DINER WALL CLOCK,2,12/1/2010 10:03,8.5,12431.0,Australia
205,536389,205,22726,ALARM CLOCK BAKELIKE GREEN,4,12/1/2010 10:03,3.75,12431.0,Australia
206,536389,206,22727,ALARM CLOCK BAKELIKE RED ,4,12/1/2010 10:03,3.75,12431.0,Australia
207,536389,207,22192,BLUE DINER WALL CLOCK,2,12/1/2010 10:03,8.5,12431.0,Australia
208,536389,208,22191,IVORY DINER WALL CLOCK,2,12/1/2010 10:03,8.5,12431.0,Australia
209,536389,209,22195,LARGE HEART MEASURING SPOONS,24,12/1/2010 10:03,1.65,12431.0,Australia
210,536389,210,22196,SMALL HEART MEASURING SPOONS,24,12/1/2010 10:03,0.85,12431.0,Australia
211,536390,211,22941,CHRISTMAS LIGHTS 10 REINDEER,2,12/1/2010 10:19,8.5,17511.0,United Kingdom
212,536390,212,22960,JAM MAKING SET WITH JARS,12,12/1/2010 10:19,3.75,17511.0,United Kingdom
213,536390,213,22961,JAM MAKING SET PRINTED,12,12/1/2010 10:19,1.45,17511.0,United Kingdom
214,536390,214,22962,JAM JAR WITH PINK LID,48,12/1/2010 10:19,0.72,17511.0,United Kingdom
215,536390,215,22963,JAM JAR WITH GREEN LID,48,12/1/2010 10:19,0.72,17511.0,United Kingdom
216,536390,216,22968,ROSE COTTAGE KEEPSAKE BOX ,8,12/1/2010 10:19,8.5,17511.0,United Kingdom
217,536390,217,84970S,HANGING HEART ZINC T-LIGHT HOLDER,144,12/1/2010 10:19,0.64,17511.0,United Kingdom
218,536390,218,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,12/1/2010 10:19,2.55,17511.0,United Kingdom
219,536390,219,20668,DISCO BALL CHRISTMAS DECORATION,288,12/1/2010 10:19,0.1,17511.0,United Kingdom
220,536390,220,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,12/1/2010 10:19,2.55,17511.0,United Kingdom
221,536390,221,22197,SMALL POPCORN HOLDER,100,12/1/2010 10:19,0.72,17511.0,United Kingdom
222,536390,222,22198,LARGE POPCORN HOLDER ,50,12/1/2010 10:19,1.45,17511.0,United Kingdom
223,536390,223,21533,RETROSPOT LARGE MILK JUG,12,12/1/2010 10:19,4.25,17511.0,United Kingdom
224,536390,224,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,12/1/2010 10:19,0.64,17511.0,United Kingdom
225,536390,225,21094,SET/6 RED SPOTTY PAPER PLATES,96,12/1/2010 10:19,0.64,17511.0,United Kingdom
226,536390,226,21086,SET/6 RED SPOTTY PAPER CUPS,48,12/1/2010 10:19,0.65,17511.0,United Kingdom
227,536390,227,21786,POLKADOT RAIN HAT ,144,12/1/2010 10:19,0.32,17511.0,United Kingdom
228,536390,228,22654,DELUXE SEWING KIT ,40,12/1/2010 10:19,4.95,17511.0,United Kingdom
229,536390,229,21485,RETROSPOT HEART HOT WATER BOTTLE,24,12/1/2010 10:19,4.25,17511.0,United Kingdom
230,536390,230,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,12/1/2010 10:19,3.39,17511.0,United Kingdom
231,536390,231,84030E,ENGLISH ROSE HOT WATER BOTTLE,24,12/1/2010 10:19,3.75,17511.0,United Kingdom
232,536390,232,22174,PHOTO CUBE,48,12/1/2010 10:19,1.48,17511.0,United Kingdom
233,536390,233,22969,HOMEMADE JAM SCENTED CANDLES,96,12/1/2010 10:19,1.25,17511.0,United Kingdom
234,536390,234,85099B,JUMBO BAG RED RETROSPOT,100,12/1/2010 10:19,1.65,17511.0,United Kingdom
